RouteName,Location,URL,Avg Stars,Route Type,Rating
On Point,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Not Always So,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mother Knows Best,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Bright Phoebus,Upper Canyon - East End > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
First Light,NW End - Honeycomb and Anarchy Walls > Last Wall > McLoughlin Canyon (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Icarus,The Mid West - Sundance Wall > Last Wall > McLoughlin Canyon (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Bullet Proof,SW End - Ambush Wall > Last Wall > McLoughlin Canyon (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Dudeist Priest,The Mid West - Red-tail Wall > Last Wall > McLoughlin Canyon (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Turning of the Tide,The Mid West - Cowboy Wall > Last Wall > McLoughlin Canyon (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
BUENA VISTA,West Wall > Mount Hull - Lower SW Face (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
China Cat Sunflower,Deadhead Wall > Burge Hollow - Hidden Canyon South > Burge North (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Fire on the Mountain,Deadhead Wall > Burge Hollow - Hidden Canyon South > Burge North (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Missing Link,Hidden Hollow Wall > Burge Hollow - Hidden Canyon South > Burge North (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Pooh's Arete,One Hand Clapping Wall > Burge North - Hidden Canyon > Burge North (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Rat Run,Pack Rat Cave > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Stone Dead Rattler,Morning Wall > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
La Vidal Buena,Mushroom Rock > Deep Creek > Spokane Area > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Rock Star,Main Wall > Dishman > Spokane Area > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mama's Happy,Pictograph Rock > Tumtum > Spokane Area > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Hoochie Mamma,Girlfriend Wall > Metaline Falls > Northeast Corner & Spokane > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Czech it Out,Megadike South > The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a
Internal Combustion,Minidike > The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a
Lost and Found,Joe’s Rock > The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10-
Presymptomatic Transmission,Upper Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Choss Much!,Upper Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Short Sword,Rainbow Wall > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ruddy Visage,Rainbow Wall > Southeast Corner > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Tower Route,02. Y-Crack Wall > Necedah (Petenwell Rock) > Central > Wisconsin,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Riverboat Gambler,10. Above Anthrax > Necedah (Petenwell Rock) > Central > Wisconsin,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Seven Bolts for Betty,Mushroom Wall > Grandad Bluff > Central > Wisconsin,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,"Sport, TR",5.10a
Bucky's Paradise,North Wall > The Fishin' Crag (Castle Rock South) > South > Wisconsin,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Way of the Dragon 10a,Generic Area > * In Progress,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Captain Crunchy,Generic Area > * In Progress,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Other Side of Insanity,Serac Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
The Cenotaph,1. Carhartt Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
genesis flood,Ark Wall > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Lloyds of Lowville,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
I'll Fly Away,Right-Steep Side > Waterfall Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Honeybadger,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Shamrock,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Do Me A Solid,Lake Lila > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a
Bob the Porcupine's Excellent Adventure,Haven Wall > Hailes Cave South > Thacher State Park > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Goof Foolin',The Reef > Hailes Cave South > Thacher State Park > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Tommy Knocker,Sunset Wall > Horseshoe North Cliff > Thacher State Park > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Mutt,Dark Block > Horseshoe North Cliff > Thacher State Park > New York,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Old Man Smoldering (OMS),Secret Lake > Onishishin > MN/Canada Border Areas > Minnesota,https://www.mountainproject.com/route/126021843/bad-is-good,3.9,"Sport, Alpine",5.10a
Baby Come Home,Secret Lake > Onishishin > MN/Canada Border Areas > Minnesota,https://www.mountainproject.com/route/126021843/bad-is-good,3.9,"Sport, Alpine",5.10a
Jeff 10a,Secret Lake > Onishishin > MN/Canada Border Areas > Minnesota,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,"Sport, Alpine",5.10- PG13
Nasubi,Secret Lake > Onishishin > MN/Canada Border Areas > Minnesota,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a/b
Running Scared,"Winona, Sugar Loaf > Minnesota",https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Old Bolted,Silver Creek Tunnel Rock > Silver Creek Tunnel Area (North Shore) > Minnesota,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Alice in Banana Land,Central Wall > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,"Trad, Sport",5.10-
Event Horizon,Lost Wall Area > Main Dome > Enchanted Rock State Natural Area > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Plumbline,South Rim Wall > Camp Eagle > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10-
Prism,The Solarium > Weir Dam Area > Continental Ranch > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10-
Sorry,Candy Land > Emerald Pools Sector > Shumla Bend Area > Continental Ranch > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Star Fighter,Sneed's Cory > Tom Mays Park > Franklin Mountain Range > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Slapper,Crack Wall > Lake Whitney (DWS) > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Accelerated Entropy,Old Testament Wall > Medicine Wall > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
River Chimps,Roof Crack Area > Fillbuster Side > Paradise on the Brazos > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Bio Hazard,Oaks Wall > Paradise on the Brazos > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Rock-About,Three Gray Faces > Paradise on the Brazos > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
The Real UT is in Tennessee,Lawless Wall > Pecos River Boat Ramp > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Expressway,Lawless Wall > Pecos River Boat Ramp > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Scott Free,Lawless Wall > Pecos River Boat Ramp > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Hanging Judge,Lawless Wall > Pecos River Boat Ramp > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Last Waltz,Sunshine Roof > Reimers Ranch > Austin Area > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Deviance (aka 5.10 roof),Sunshine Roof > Reimers Ranch > Austin Area > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a PG13
April Fool,Guide's Wall > Gus Fruh > Barton Creek Greenbelt > Austin Area > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Sport, TR",5.10a
BYE BYE LARDASS!,Cheech and Chong Wall > Reimer's Ranch North Shore > Austin Area > Texas,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Ice Dreams,2nd (Main) Trestle > The Trestles > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Anglers Arete,Browns Island > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Wells Run Deep,The Sanctuary > Lower Reservoir > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Tunnel Hill,The Train Station > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Right Side Up,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Back slide,Waterworld > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mamaw's Route,The Rectory > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Rebel Yell,Rebel Wall > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10-
The Carpenter,Trade Wall > Lower Lightside Routes > Lower Lightside > Lightside > (6) Jaybird Gorge > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Froopsy Daisy,Froopy Land Cliff > Froopy Land > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Achy Breaky Start,State Line 2nd Tier > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Breakthrough,State Line 2nd Tier > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10-
10 Minute Kevin,Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Ain't Easy Being Green,Jeopardy Wall > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Momsight,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Egg Hunt,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Cortez the Killer,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
Risky Business Direct Finish,Hidden Roofs > Hidden Rocks > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Mind Games,"Fetish Wall > Iron Gate, VA > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Pretty Poison,"Fetish Wall > Iron Gate, VA > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/126021843/bad-is-good,3.5,"Trad, Sport",5.10- PG13
The Eagle's Gift,Eagle's Gift > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Trad, Sport",5.10a/b R
Moon Dance,Sunset Pinnacle > Sunset Walls > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Amazon Woman,06. South America > Quartz Mountain > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3.8,Sport,5.10a/b
El Tesoro,07. Atlantic > Quartz Mountain > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Tranquility Base,Moon Rock > Treasure Cove > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a X
Come and Get Your Love,Lost Dome Main Area > Lost Dome Region > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Crack a Lo Lo,Lost Dome Main Area > Lost Dome Region > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,"Trad, Sport",5.10a/b
Jack's Slap,Lost Dome West Face > Lost Dome Region > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a
The Mask,Prattville > Tulsa Area > Oklahoma,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Latch Key Kids,Whippoorwill > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
665,Long Point > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
204,Long Point > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Portofino,Long Point > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Orange Oswald,Orange Oswald Wall > Summersville Lake (main) > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
"She got the Bosch, I got Drilled",Orange Oswald Wall > Summersville Lake (main) > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Salmiakki,Carnifex Ferry > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Rico Suave Arete aka Rico Suave,3. Rico Suave Buttress > Kaymoor > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Cottonmouth,Cotton Top > Cotton Hill > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Dying for a Living,Cotton Club > Cotton Hill > New River Gorge Proper > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Gurundi,3. Second Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge Region > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Highway To Hell,Lower Broadway > South Peak - East Face > Seneca Rocks > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a R
Sea of Tranquility,Reeds Creek > Eastern WV > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Bridge Burner,Reeds Creek > Eastern WV > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Brute Divine,Entrance Walls. > Smoke Hole Canyon > Eastern WV > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Aqualung,Impact Zone > Main Wall > Franklin Gorge > Eastern WV > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Last Laugh,Impact Zone > Main Wall > Franklin Gorge > Eastern WV > West Virginia,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a R
Rat Stew,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Plate Tectonics,Tectonic Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
"59"" DrillBitch",Johnny's Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Bethel,Johnny's Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Boltergeist,The Hideout > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a/b
Dynabolt Gold,The Great Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Waterfall Ballet,Shawnee Shelter > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Brambly Downslide,Solar Collector/Gold Coast > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Brown Eyed Girl,Chica Bonita Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Motor Booty Pimp Affair,Chica Bonita Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Pottsville Escarpment,Drive-By Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ticket Redemption,North 40 > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a/b
My Mind Escapes Me,Bronaugh Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Sitting on Top of the World,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Thru Space and Time,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
STD,Courtesy Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Lithuanian Princess,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Call Me Maybe,The Record Shop > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Fluffer,Deep End > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Elevator Pitch,Corner Pocket > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Castaway,Real Deep End > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Lady of the Lake,Camelot > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
She's a Witch,Camelot > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Roger the Shrubber,Camelot > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
EGBG,Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Hazelnut,Hazel Hollow > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Birthing,Patterson > Inner Loop Trail > Cathedral Domain > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10-
In Dog Years,K9 Crag > Cathedral Domain > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Silver Spoon,BackStreet > Cathedral Domain > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Killing the Blues,Sun Wall > Cathedral Domain > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Handsight,Eastface > Cathedral Domain > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Manic Impression,Funk Rock City > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
To Defy The Laws Of Tradition,Left Flank > Northern Gorge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
AWOL,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Botanical Gardens,Bird Cage Sector > The Zoo > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Charred Oak,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Left Step (Extension),H. Flathead Wall > Hunter Bluff > Western Kentucky > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Marley's Redemption,L. Reggae Rock > Hunter Bluff > Western Kentucky > Kentucky,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Zag,"""Big"" Wall Right > ""Big"" Wall Crag > Clifty Hollow > Western Kentucky > Kentucky",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Underdog,The Main Cliff > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Lonesome Dove,Jimmy Cliff > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Masterpiece,Bonsai > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Jolt,The Hinterlands > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Dolt,The Hinterlands > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
B-B-Bubbas link-up,The Northwest Territories > *Rumney > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Contender,04. Highlander Wall > Sandwich Notch > Lakes Region > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Stolen,"The Slab Wall > Devil's Den > New Durham Area  (Longstack, Devil's Den, Rines Hill, etc.) > Lakes Region > New Hampshire",https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10-
Dirty Needles,Sap Wall > Jackson Crag > WM: Bartlett / Jackson Area > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Cillbeast,The Well Balanced Slabs > The Right Cliff > Owl's Cliff > WM: Kancamagus (Central) > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Jojo for President,Winter Wall > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
War Pony,The Summer Wall > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
